ip.src,ip.dst,ip.len,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,Prediction
192.168.1.42,49.44.137.73,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.723780725174042,-1.7620737190258502,Benign
49.44.137.73,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.137.73,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.137.73,192.168.1.42,-1.2180960811787769,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
192.168.1.42,49.44.137.73,-1.370803613953868,2,-0.1417652958767979,-0.1570573676293112,1.723780725174042,-1.7620737190258502,Attack
49.44.137.73,192.168.1.42,-1.1491914627314797,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.137.73,192.168.1.42,-1.570068321355511,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.137.73,192.168.1.42,-1.644559800757995,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.137.73,192.168.1.42,-1.5533077384899523,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
192.168.1.42,49.44.137.73,-1.625936930907374,2,-0.1417652958767979,-0.1570573676293112,1.723780725174042,-1.7620737190258502,Attack
192.168.1.42,49.44.137.73,-1.625936930907374,2,-0.1417652958767979,-0.1570573676293112,1.723780725174042,-1.7620737190258502,Attack
49.44.137.73,192.168.1.42,-1.6408352267878703,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2216155675584744,Attack
49.44.216.8,192.168.1.42,-1.6166254959820634,1,0.0599109518181716,6.42644614697477,-0.5126116057117827,-1.7798173437336031,Attack
49.44.216.8,192.168.1.42,-1.6613203836235535,1,0.0599109518181716,6.42644614697477,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,49.44.216.8,-1.6613203836235535,1,7.255301581854237,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,49.44.216.8,-1.6613203836235535,1,7.255301581854237,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
49.44.216.8,192.168.1.42,-1.6613203836235535,1,0.0599109518181716,6.42644614697477,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,142.250.194.174,0.6330171819729375,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,-1.4452950933563515,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6315237918625602,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.557032312460077,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.644559800757995,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6371106528177464,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,98.98.225.200,-1.6389729398028086,1,7.571896952672692,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
52.123.128.14,192.168.1.42,-1.6613203836235535,1,0.0599109518181716,6.691241652167626,-0.5126116057117827,-1.7798173437336031,Attack
111.108.51.89,192.168.1.42,-1.6613203836235535,1,-0.1049730074459588,3.0540429342742943,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,111.108.51.89,-1.6613203836235535,1,3.466150099260912,-0.124311663933706,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,98.98.225.200,-1.6389729398028086,1,7.571896952672692,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,35.174.127.31,-1.6594580966384915,1,6.08748709351242,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
35.174.127.31,192.168.1.42,-1.6389729398028086,1,0.0599109518181716,5.387073255599449,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.42,98.98.225.200,-1.6389729398028086,1,7.571896952672692,0.0224376007762283,-0.5126116057117827,-1.7798173437336031,Attack
192.168.1.58,224.0.0.251,-1.5253734337140212,2,-0.1417652958767979,-0.1570573676293112,-0.2735308074297112,-1.5658548061540778,Attack
192.168.1.42,142.250.194.174,-0.0746518723506554,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.4374770485414184,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,8.8.8.8,-1.2944498475663224,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.2981744215364466,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
8.8.8.8,192.168.1.42,-1.6315237918625602,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-0.6054036630933503,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-1.6408352267878703,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
192.168.1.42,8.8.8.8,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.5905534781911943,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Benign
192.168.1.42,142.250.77.246,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Benign
192.168.1.42,142.250.77.246,-1.5328225816542695,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-0.1100353250668351,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
8.8.8.8,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
142.250.77.246,192.168.1.42,-1.609176348041815,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.194.174,192.168.1.42,-1.5607568864302008,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6110386350268773,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.644559800757995,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6147632089970014,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.644559800757995,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6348794689579996,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,-1.3447315961629989,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6330171819729375,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
192.168.1.42,142.250.194.174,0.1432357049016087,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
142.250.194.174,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6315237918625602,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,-1.1249817319256723,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.0594327905738148,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,-1.6371106528177464,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,-1.115670297000362,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
192.168.1.42,142.250.77.246,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Benign
192.168.1.42,142.250.77.246,-1.625936930907374,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-1.4732293981322828,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
142.250.77.246,192.168.1.42,0.6367417559430618,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.77.246,192.168.1.42,0.5156931019140261,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
142.250.194.174,192.168.1.42,-1.6315237918625602,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.77.246,-1.6147632089970014,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.77.246,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.194.174,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6371106528177464,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,0.3816084389895559,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
142.250.77.246,192.168.1.42,-1.4583311022517862,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
192.168.1.42,142.250.77.246,-1.6203500699521876,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
192.168.1.42,142.250.194.174,0.491483371108219,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
142.250.77.246,192.168.1.42,-1.6333860788476222,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.330914697233484,Attack
192.168.1.42,142.250.194.174,-0.0355438456643516,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Benign
142.250.194.174,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.77.246,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.845911091872112,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6129009220119392,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6426975137729327,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.609176348041815,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6426975137729327,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6129009220119392,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,-1.6426975137729327,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,0.6367417559430618,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
192.168.1.42,142.250.194.174,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
192.168.1.42,142.250.194.174,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
142.250.194.174,192.168.1.42,0.5603879895555162,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.6222123569372495,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,142.250.194.174,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
142.250.194.174,192.168.1.42,-1.6371106528177464,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.2537459150022432,Attack
192.168.1.42,8.8.8.8,-1.288862986611136,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.287000699626074,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
8.8.8.8,192.168.1.42,-1.6315237918625602,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-0.6035413761082882,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-1.6408352267878703,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
192.168.1.42,8.8.8.8,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.5905534781911943,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,49.44.83.108,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Benign
192.168.1.42,49.44.83.108,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Benign
192.168.1.42,49.44.83.108,-1.5309602946692076,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
49.44.83.108,192.168.1.42,-1.609176348041815,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.4039558828103008,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
8.8.8.8,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
192.168.1.42,49.44.83.108,-1.6110386350268773,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
192.168.1.42,49.44.83.108,-1.368941326968806,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
192.168.1.42,49.44.83.108,0.6367417559430618,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Benign
192.168.1.42,49.44.83.108,0.6367417559430618,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Benign
192.168.1.42,49.44.83.108,0.1953797404833471,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.2758269777157016,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.288862986611136,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
49.44.83.108,192.168.1.42,-0.6947934383763305,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,-1.4676425371770965,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,-1.6408352267878703,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,-1.6333860788476222,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,-0.5942299411829777,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
192.168.1.42,49.44.83.108,-1.624074643922312,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
192.168.1.42,49.44.83.108,-1.6184877829671256,2,-0.1417652958767979,-0.1570573676293112,2.1639412460306686,-1.7620737190258502,Attack
8.8.8.8,192.168.1.42,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-0.6947934383763305,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
8.8.8.8,192.168.1.42,-1.6408352267878703,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.4151169883578882,Attack
192.168.1.42,8.8.8.8,-1.6166254959820634,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
192.168.1.42,8.8.8.8,-1.5905534781911943,2,-0.1417652958767979,-0.1570573676293112,1.9399983615733305,-1.7620737190258502,Attack
49.44.83.108,192.168.1.42,-1.6389729398028086,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
192.168.1.42,142.250.194.174,-1.629661504877498,2,-0.1417652958767979,-0.1570573676293112,1.7596830340680998,-1.7620737190258502,Attack
49.44.83.108,192.168.1.42,0.6367417559430618,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
49.44.83.108,192.168.1.42,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,-0.4927849575165567,0.6155320286943318,Attack
192.168.1.42,142.250.194.78,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7749995663450424,-1.7620737190258502,Benign
192.168.1.42,142.250.194.78,0.6441909038833101,2,-0.1417652958767979,-0.1570573676293112,1.7749995663450424,-1.7620737190258502,Benign
